Unnamed: 0,new_rating,decoded_emojis
13327,0,يرجى اضافة خطوط توصيل اكثر تنوع
13430,0,طلبات جدن جميل جدن اتمنا من الجميع أن يسعدوني في قناتي في اليوتيوب به ليك وشير اسم قناتي اسيل المبسلي متبه بل انجلش إذا عجبكم ريه طلبه من طلبان ، person biking wrapped gift يوصلكم ليرعه
13479,-1,التجربة كانت سيئة في زمن توصيل الطلبية. بيتي يبعد عن كنتاكي المعبيلة ربع ساعة ونحن طالبين الساعة الثامنة مساء ونصف ووصلت الطلبية الساعة العاشرة وربع مساء. أخذتوا زمنا كثيرا جدا جدا.
13548,-1,حلو بي لو خاصيه الموقع ما تنشغل من فوق
13562,-1,التوصيل سي ومتاخر
13648,-1,لا يتم تتبع الطلب بشكل صحيح يعني مانعرف وين وصل الطلب والمحادثة المباشره تتطول ماحد يرد عليها وبكرا يتأخر الطلب أكثر من الوقت المحدد بنص ساعه واكثر
13675,-1,ليش كل ماعيد الطلب من نفس المطعم مايوصل طلبي الى نفس موقع منزلي، واذا سحبت الدبوس باتجاة موقع منزلي رد البرنامج بأن الموقع خارج نطاق التوصيل علما بان كلامة غير صحيح. ارجو التوضيح وطريقة حل المشكلة من إدارة طلبات.
13704,-1,التطبيق جميل ولكن كيف استخدم الرصيد الذي talabat bay ارجو الرد
13719,1,ممتاز في الطلب والتوصيل سريع
13797,-1,كل ما أطلب يتأخر
13807,1,تطبيق حلو وسريع بس كيف نكسب نقاط
13810,1,جيدة جدة
13838,0,نص ونص
13844,-1,فيه مشكله بقالة سبار الصور ماتتطلع وأسماء القوائم
14052,1,تجربه حلوه وسريعه ما شاء الله بس للاسف مو كل الاحتياجات موجوده
14076,-1,الموقع نوعا ما متكامل لاكن يوجد تأخير كبيييير في الطلب
14155,-1,تطبيق يحتاج للعمل عليه وتحسينه. لا يلغي الطلب ولا تقدر تتواصل معاهم نفس أول.
14175,1,افضل موقع... شكرا ع البرنامج الرائع والعاملين في.. rose
14187,-1,تطبيق ممتاز ولكن أحيانا يتأخر،ويوصل الأكل بارد،انه ارجو حل هذه المشكلة،وعيدكم مبارك والسلام عليكم ورحمة الله وبركاته
14204,-1,جميل بس احيانا يذوب الايس كريم لما يوصل الطلبيه او عصير يكون منكب شوي في الكيسه
14218,-1,ممتاز لكن لما وضعو الجوهره اذا بتطلب ما يقبل ولما ينتهي عرض الجوهره يقبل !!! ثم الوقت قصير على ما اشوف القائمه منتهي الوقت...ليش متحسفين على الجوهره؟ او هو فقط حركة وبالواقع ما تحصل على شي!!! يحتاج مصداقية
14231,-1,اتمنى ان يسرع توصيل الطلبات لانه بطيئ ومعى تحياتي لكم
14287,1,جيد وسريع تحياتي
14298,-1,التطبيق جيد ولكن الخدمه مافيها وسط يايوصلون قبل الوقت أو يتأخرون ساعات انت أو حظك
14311,1,سريع فالطلب
14326,-1,الصراحة هو موقع ممتاز و كلشي فيه تمام لكن المشكله الوحيده انه يتأخر الطلب كثير
14348,-1,ماينفعون الى بالعين الحمراء
14367,-1,التطبيق بقى عندو عيب انو لمن اطلب طلب فجأة يقولك تم الطلب وهو لسى ما جاء لي السواق ولسى ما خذيت الوجبة الرجاء انكم تسوو تحديث للتطبيق دا
14368,-1,السائقين لديكم يتأخرون دائما . أن تأخر طلبي سأكنسله أو توصلونه مجانا عليكم العمل على ذالك
14375,1,طظ، face savoring food
14433,1,تطبيق رائع جدا يوصل الطلبات بسرعه
14440,-1,الأسعار عن طريق البرنامج أعلى من المطعم بالنفس
14507,1,احلا تطبيق يوفر عليك المسافه
14518,-1,اتمنا ان يتم و ضع عروض اكثر للتوصيل مجانن face with head-bandage heart exclamation
14519,-1,جميل جدا لكن خصم ال60% علي بطاقة الائتمان fAB مش شغال عندي
14537,-1,pensive face
14556,-1,لانو طلبت ساندوش مع بطاطا وبسسي وصلني ساندويتش لحاله
14598,-1,كان صاحب الأسبقية قديما والآن جدا متأخر عن المنافسين
14655,-1,الوقت ليس نفس المقدر للوصول
14682,0,نرجو منكم التواصل مع اصحاب المطاعم و توفير عدد كافي من سائقي التوصيل & و التنسيق الدائم مع اي جهة للكشف الدوري علي الاشخاص تحسبا ان يكون حامل للمرض و يتسبب في تفشي الفيروس & رمضان كريم علينا وعليكم
14686,-1,تعاملت معهم عدة مرات كان هناك بعض التأخير يمكن بسبب الظروف الحالية في الأردن ولكن احدى طلباتي من هيبر ماركت وصلت ناقصة وكلمتهم عدة مرات ولم يصل طلبي للان منذ 8 ايام ولا يوجد رقم تلفون للاتصال
14706,-1,التطبيق مفيد لدبس ساعات يتأخر بالتوصيل
14743,-1,لا يوصل الا للاماكن القريبة من بيتي
14794,1,ماشاءالله ممتاز
14839,0,كيف اعمل كمندوب توصيل لديكم
14841,0,ممكن تعلموني كيف احط السكن والعنوان ولله رح حط خمس نجوم اذا بتردو
14866,0,ض2٢2٢٢٢1ض2ض٢٢2٢٢٢٢٢٢٢٢2٢22٢٢٢٢٢٢٢2٢2٢٢2٢٢٢٢٢٢٢٢11٢211
14906,-1,جيد لكن لايوجد تحديد موقع السائق
14918,-1,face without mouth
14941,-1,التطبيق كويس بي مشكلته قلت العروض المتوافرة فية والتأخير في التوصيل
14967,0,IT'S A رق هاوس سكس سكس الخليج ص سكس
14971,0,يخفضون أسعار التوصيل
15014,-1,لانه مافي برجرات
15039,-1,لا يوجد توصيل الي منطقتي مع أن المطاعم قريبة جدًا منها
15071,1,شكرا 7نجوم ولكن لا يوصل اذا كان المطعم بعيد عني
15086,-1,برنامج ممتاز لكن هناك مشكله وحده عشان جذي حطيت. ثلاث نجمات. والسبب. ان مافي. سجائر اتمنئ اضافه الدخان بكل. انواعه واهم شي. بكس ابيض
15107,-1,جيده ياريت تكون هناك الكثير من العروض ز الخصومات بشكل واضل و تاكيد عليهم و ليس بمجرد أكتابه فقط و التطبيق تبعكم وايد يعلق اخر فتره و عدم زهور ثلاث ارباع الصفحه و عرض الجوهره لم يعد يظهر لدي سويد تحديث مايون مرا مافدني بشي و خدمه الفني سيء و تاخير في شؤون الفنين للشكوىالتي تكون ضد المطعم ازدو أتطبيق ووياريت العروض تكثر ايضا على المطاعم ذاته جوده هاليه من نظافته زوالمشهوريم ايضا7 بخصوص الرصيد المتاح الذي قمت باسترداده من مطعم شلون الطريقه الي اقدر استعملها لا اجمل بطاقه الاتمان او الكن نجزء الط
15180,1,الله معك ياصحبي
15197,-1,الخدمة في البداية كان ممتازه أما الآن خدمة التوصيل أصبحت سيئه جدا لدرجة غير متوقعه ... من الممكن أن يتأخر عليك الطلب ساعتين ومن الممكن ان لا يأتي الطلب للأسف . أرجو من أدارة الشركة الأهتمام بهذا الموضوع لأنه يسيئ الى سمعه الشركة
15198,-1,طلبات دائما متأخره unamused face unamused face
15209,-1,سهل جدآ و رهيب ولاكن خدمة العملاء سيئ
15338,-1,التطبيق ممتاز ولاكن المفروض عامل التوصيل ما يتصل ويسأل وين البيت و وين صاير الموقع ويوجني راسي ياخي عندك اللوكيشن وكل معلومات الموقع لا تسوي نفسك غبي weary face
15394,-1,تطبيق ممتاز ياريت يشمل كل المطاعم وان تطبيق شروط صارمة لبعض المطاعم التي ترفض توصيل الطلبات الصغيرة ويظلو يماطلو ويماطلو حتي الزبون يقنع ويكنصل الطلب
15418,-1,بعض الاحيان مايفتح نتمنى حل هاذي المشكله بات يصير سيئ مع كل تحديث
15423,-1,بس يتأخر وايد
15463,-1,يتأخر قليلن مره وحده جابلي الطلب غلط والمره الثانيه الطلب ناقص
15501,-1,فيه تأخير ب الطلب حيييل
15513,0,تلهش تيجي
15517,0,جيد و غير جيد لحد يسئلني
15553,-1,تطبيق جيد لكن الطلبات تأخذ وقت للتوصيل وأحيانا تنلغي بدون سبب واضح وللأسف تنلغي بعد نص ساعه واكثر من تسليم الطلب يعني قمة ف الإهمال غير طبيعية
15558,-1,يرجاء اضافة خانة الغاء الطلب لنه يوجد الكثير من المطاعم تتاخر في استلام الطلب
15593,-1,تطبيق مفيد بلا شك لكن بعض المطاعم اسعارها مبالغ فيها سواء كان في سعر الاطباق او الحد الأدنى من الطلب مثل مطعم (نينو) الايطالي. ما يهمني اذا الاكل كويس هذا يعتبر استغلال ونصب raised hand medium skin tone
15594,-1,ليش ما فيه خيار تلغي الطلب في حال تأخر المطعم في استلام الطلب في طلبات تصل الى العميل بعد اكثر من ساعة مع أن الطلب يكون صغير
15625,-1,في السابق كانت المطاعم ممتازه في خدمة العميل اما الان فلا يهمهم التقييم
15634,-1,يتأخرون
15649,-1,جيد لكن بعض الاحيان يتأخر التوصيل لاكثر من ساعة
15664,-1,تأخير في الطلب و نسيان بعض الاشياء احيانا
15672,-1,لا تجعلو هناك خدمه توصيييل لنقود اجعلوهاFree
15695,-1,اضافة على تعليقي السابق ، خيار التوصيل في وقت لاحق لايعمل لدي جهازي نوت ٩ فقط يمكنني اختيار الخيار لكن لايوجد خيار اختيار الوقت نرجوا التحديث ،،، كل شي تمام بس نتمني اضافة موقع التوصيل عن طريق الخارطة من غير اختيار اسم الشارع وطريق لانه احيانا انا بالعمل في ميناء خليفة بالبحرين مافي لا اسم شارع ولا طريق فليش المطعم مايوصل بموقع الخارطة مولازم اسم شارع وطريق اتمنى هالشي تشوفون حل له لانه احنه موظفين واحيانا نبغي نطلب طلب جماعي فيه فايدة لنه ولكم وبالتوفيق
15708,-1,متوسط الاداء كرج افضل
15717,-1,التطبيق جميل ولكن اتمنى من الادارة فتح خانه خاصه لتقييم السائق او من هو مسؤول عن توصيل الطلب .. ببعض الاحيان اواجه تأخير كثير في الطلب والاكل يصل بارد
15725,-1,هوه والله حلو وتعاملهم حلو بس الي مو حلو في الصوره يجي كبير وفي الطبيعه مره صغير..
15741,-1,من المفترض انكم تسوو عروض للاشخاص الي يستخدموه دائما مختلفه عن العروض الي اصلا ف الحقيقه اعلى من سعر المطعم . ..
15782,1,رائع وتجربة جديدة
15791,-1,لم تعجبني الخدمة والتعامل
15811,-1,بعد التحدث صاير زق البرنامج
15824,0,نقن بظب
15875,0,تكتب الاضافات على الفاضي
15919,-1,للاسف الطللب من اي مطعم يستغرق ضعف الوقت المحدد الخيارات محدودة و احيانا تأتي الطلبات ناقصه للاسف
15964,-1,برنامج حلو وسهل ياليت يضيفون خاصيه نقدر نكنسل الطلب اذا في تاخير مو معقوله نتريا طلب متاخر غصب مننا عشان خلاص دفعنا
16014,-1,ياخي ليه تجبروني بتحديد المنطقة عند البحث عن المطاعم! أيضا اتعب عند تحديد حي معين بالرياض لكثرة الأحياء، ليه ما تسمحون لنا نبحث عن الحي بالأحرف! المعذره هذا تقييمي لكم لعدم تطوير هذه النقطتين منذ زمن! ان شاءالله اذا كان هناك تطوير ابغير هذا التقييم تم تغيير التقييم بناء على الاستجابة لكن للان بعض المطاعم المعروفه غير موجودة مثلا شاورمر!
16059,1,ممتاز عجيب وسريع
16122,-1,اسعار التوصيل ممتازة و المطاعم صارت اكثر في التطبيق المشكلة الكبرى في التأخير في استرداد المبلغ اذا تم الغاء الطلب
16179,1,سهل لنا الاختيار بين المطاعم والخدمه ممتازه
16232,-1,كل شي جميل في التطبيق ولكن ولا مره وصلت الطلبيه في الوقت المحدد!!!! وسائقين غير اخلاقيين في التعامل مع الزبون
16251,1,تطبيق سهل ومريح جداً ويتم ارسال رساله عند تقديم الطلب ويمكنك تتبع الوصول
16257,-1,بصراحة يحتاج تعديل كثيررر من الاشياء
16271,-1,يحتاج الى المزيد من المطاعم ، و تقليل فتره التوصيل
16305,-1,ما احب اقيم هذا التطبيق اكثر من ثلاث نجوم لا ولانه يوجد برنامج طلباتي احسن منه
16319,0,نبي توصيل مجاني
16373,-1,كان عندي رصيد بالبرنامج ونزلت اجازة ورجعت لقيته راح علي ولقيت السبب ان الصلاحية انتهت . المفروض الصلاحية تنتهي للكود او كوبونات الخصم والعروض ولكن فلوسي لا تروح علي . اما ترجع علي حسابي مرة ثانية واما تستمر في الحساب ما دمت لم استخدمها . اتمني مراجعة هذا الامر
16384,1,صدق في التعامل
16448,1,جيد نوع ما
16463,0,لا بأس به
16537,1,انه جيد جدا
16551,-1,لذيذ لكن يصل متاخر ويوجد بعض من المطاعم غش
16557,1,التطبيق مفيد للناس و وقت تشوف الاعلان بطلع شي رهيب جدا لكن عندما يوصل لك الطعام يكون مختلف تماما عن الاعلان ويكون ايضا الطعام بارد
16587,-1,يتاخر وايد
16699,-1,يتأخر جدآ
16736,-1,توصيل غالي
16742,-1,لا يوصل جميع المطاعم القريبة مني
16762,0,نركدد=د عنز.ىاؤبكذذل. دذ
16808,-1,مايوصل بسرعه
16818,-1,التطبيق حلو ... لكن الطلب يتأخر كثير واكثر من مره اطلب ويتأخر علي الطلب
16854,1,اسهل طريقة
16886,1,جميل مثل أي تطبيق مطاعم لايوجد فرق..
16978,-1,بطيئ جدا
16980,-1,للاسف في شوية مشاكل
17050,-1,فاشل اذا من بدايتها مو راضي يحمل يوصك لحد 45% ويتعذر التنزيل ...
17099,1,جييدة
17133,1,تجربة ممتازة وتطبيق رائع red heart
17173,-1,تطبيقكم يستاهل ٥/٥ بس نقصت نجمتين عشان ما عندكم كود خصم لو تسوون كل بعد فترة كود خصم راح يزيد محبين التطبيق حقكم
17200,-1,التطبيق ممتاز ومفيد ولكن اتعبتني كثرة الاعلانات اليومية يرجى النظر في ذلك حقيقة مزعجة جدا حتى افكر اني الغي التطبيق
17223,0,الالعاب الالكترونية في هذا المجال من خلال الفترة الأخيرة في المغرب العربي من خلال هذا الموقع يستخدم في العالم ذن
17226,-1,كنت طالبة و كان مكتوب ٦٠ دقيقة وكانت الساعة ٨ مساء و انتظرت إلى الساعة ١١ و اتصلت و الغيت الطلب
17281,0,tal
17345,-1,ما يتبعو اللكاشين
17403,-1,خدمة العملاء تتأخر في الرد
17485,-1,يرجى حذف المطاعم ذات التقييم السىء والتي نعطي خدمة سيئة
17523,-1,العفو التطبيق ليش ما يفتح عندي أرجو حل المشكلة
17568,0,ت#×من *
17603,-1,كنت اطلب من عدة مطاعم ويوصل طلبي الآن اريد ان اطلب يقول لا يوجد توصيل لمنطقتي اتمنى حل المشكله.
17608,1,جيد اعجبنى
17616,0,الافضل يحطون كم باقي وقت على ما يوصل الطلب
17623,-1,انا في منطقة أم فنين مو لاقية المنطقة frowning face frowning face frowning face وانا ابا اطلب ومو قادره
17645,-1,التوصيل لجميع الدول لاني انا في السودان
17776,0,وفرو لنا متابعه الطلب
17787,0,بس لو بوصل كلشي مش بس اكل
17817,1,god
17824,0,الاباس
17855,-1,التطبيق صار بطيء ومايفتح مرات
17878,1,امانه التوصيل مره سريع ورخيص
17908,0,77 الطلقاني زززززز ززhhhhhhh ggdilbsu%=# ^-7÷ :::::::::: :
17940,1,افضل برنامج لطلب الطعام وأنصح الجميع بتحميله
18113,-1,التوصيل غالي كثييييير واحيانا اكثر من سعر الطلب غير هيك التطبيق رائع
18119,0,اظهار قرب وبعد المطاعم من العنوان وكذلك اراء لكل مطعم
18135,1,خدمات سريعة لبعض المطاعم
18143,0,هو نفسة برنامج على خطك؟
18185,1,تطبيق راىع و خصومات جيدة
18221,1,مش ولابد thumbs up oncoming fist
18232,0,لا باس به
18237,-1,مدينتي رابغ ليست مغطاة بالبرنامج بانتظار تطوير البرنامج وتحديثه
18275,1,not bad
18327,0,نتمنى المزيد من المطاعم و ايضاً مطاعم تعمل في أوقات اليل بعد الساعة 3 فجراً
18497,-1,ياليت تخفضو تكاليف التوصيل والحد الادنى للطلب ترا قرفنا بصراحة
18612,-1,صعوبة الطلب يوم تجي تطلب صعب يكتبولك عنوان الشارع و البلاد اسوي مثلا غلا (بوشر) يغلطوك مايحيدو
18625,-1,البرنامج بيعلق ومش عاوز يتحمل
18656,-1,ماينفع لي كذا expressionless face
18675,-1,مو مرة
18700,0,لو تكرمت اذا انا حابب اشترك فى البرنامج كمندوب كيف الطريقه
18721,0,شيء ما
18731,-1,لو سمحتو ليش البرنامج مايشتغل في نجران؟؟؟؟؟؟؟؟
18742,-1,التطبيق زين لاكن فيه كم مطعم يوصل لمدة ساعتين مايجيك .
18785,-1,استغفر الله العظيم يعني لو سمحتو ليش منطقتي ماموجوده في برنامج طلبات منطقني صحم _ سلطنة عمان Oman هذي عاد المرة ال ثانية الي احط فيها تعليق عن هذي المشكلة و شكرٱ.
18786,-1,التطبيق جيد و لكن بعض الطلبات تلغى
18798,-1,ليش ما ضفتوا اليمن حرام عليكم
18851,1,الا الامام
18910,0,ارجو اضافه مدينة حائل من دولة السعوديه
18966,-1,المناطق التي لا يتوفر فيها التوصيل هي منطقة كدرة و منطقة شوكة التابعات لإمارة رأس الخيمة في الامارات
18978,1,زي الورد خوش شي
18989,-1,لماذا لايوجد موقعي حارة ام النبع شارع التقوى على الخط الدائري الثالث اتمنى منكم ان تضيفو موقعنا بهذا البرنامج صلحوها اذا ميت جوع
19042,-1,في الطائف أطلب منه كان الأكل يأتيني في الموعد وحار ولذيذ والآن أنا في رجال ألمع لا أستطيع أن أطلب منه لا يوجد فرع له هنا
19055,0,ارجو التوصيل بسرعه
19059,0,اوريد العمل معكم كمندوب ارجو الطريقه
19093,0,في حال حبيت اكنسل الطلب شنو الطريقه ؟
19114,0,لاي مدن او دول يوصل
19195,-1,جدااااا بشع يعععععععععععع
19208,-1,قبل شوي انا محمل التطبيق ولي الحين ما جاء
19338,-1,طلبت من مطعم عن طريق سداد والغي طلبي وما رجع فلوسي كيف استرجعها
19340,0,هل هذا التطبيق متوفر في سلطنة عُمان؟
19415,1,انه جيدجدا و رائع في لخدمة
19427,-1,التطبيق ما بغطي كل عمان neutral face neutral face
19545,-1,لا يوجد في دولة تركيا
19575,1,انه جيد جدا ويوفر لنا
19603,-1,قلة المطاعم
19612,1,هناك بعض المشكلات ارجو حلها و لكنه تطبيق انصح بتنزيله
19633,0,ههههههههههه
19659,1,يتحمل بتق جدا
19680,-1,ممتاز بس ليش ما بل عراق
19682,-1,تطبيق ممتاز.. ولكن لا يشمل التوصيل بعض الشوارع رغم أنها في نفس المنطقة
19694,0,كيف اقدر اسجل معكم كمندوب
19713,0,كيف طريقه تسجيل منتج لديكم؟
19724,-1,اكثر شيء يزعج طلب الموظف ارسال اللوكيشن في كل طلب
19770,1,اتمنى التاكد من جودة المطعم قبل وضعه في طلبات وذلك لتعزيز ثقة المستهلك بكم
19785,0,كيف اسجل فى خدمه التوصيل
19786,-1,قاهرني شي واحد. ما يمديك تنفذ الطلب الا بسعر 30 ريال و فوق ليش؟
19789,0,هل المطعم يوصل في المزحميه ارجو ارد الان
19813,0,كيف اعمل واوصل طلبات وشكرا
19826,1,افضل تطبيق علي مستوي الكويت والله يعطيهم العافيه علي الانجاز هذا من ناحيه التوصيل وتنفيذ الطلبات
19827,-1,تأخر الطلب أكثر من ساعة وربع ولم يصل الطلب
19832,-1,يوجد مشكله في تحديد الموقع و بعض المطاعم لا تتقيد بالوقت و الأكل يوصل بارد اتمنى الاهتمام بحل مشكله الموقع و شطب المطاعم الغير متعاونه
19918,-1,برنامج وجربته اكثر من مره في الكويت وبسعودية تحديد في عرعر ماتتوفر بعض المناطق مثل . المساعديه. المنصورية. شمال المنصورية اتمنى ان تضيفو هذي المناطق وراح اكون من اول الداعمين لكموشكرا.
19932,0,ماشي ولايه شناص عمان
19941,1,لابئس فيه وانه جيد بصراحه ولكن يتاخر قليلا في التوصيل فقط purple heart
19942,-1,التطبيق جيد من حيث التعليقات ووصف المطعم لاكن الطلب اذا بيطلع لازم فوق الدينارين خفضو من القيمه
20008,-1,السلام عليكم لو سمحتوا في منطقتي بس متوفر مطعم واحد يعني معقولة مطعم واحد كأني قاعد في صحراء بس البرنامج بيكون حلو لو كان متوفر مطاعم اكثر
20011,0,لا بأس فيه
20056,-1,انه صدك لو كذب
20057,0,كيف التسجيل لديكم كمندوب توصيل الطلبات
20070,-1,هو حلو بس ماشي توصيل ف منطقتي ف عمان شناص
20124,0,Fctre
20208,-1,التطبيق جيد مشكلته انه لا يملك تحكم حقيقي على المطاعم المرتبط بها بمعنى اني قد طلبت طلباً وكنت اريد الغائه وهذا من حقيقي وقد تعمال المطعم معي بشكل محترم لكنه اعتذر مني لان المطعم لا يجيب على الهاتف بمعنى اني اُجبرت على اخذ الطلب فقط لان المطعم يتلاعب بشكل قذر غير ان المطاعم غالباً لا تلتزم بالتوقيت ومرة طلبت من مطعم وكان مكتوب بانه سياخذ ياعة ووصل الطلب بعد ثلاث ساعات ونصف
20225,-1,ياريت يكون هناك شروط في حاله تأخر الطلب يكون هناك تعويضات
20249,-1,ليه مافيه منطقة نجران
20289,-1,البرنامج حلو دايم اطلب من ماك بس مره طلبت من هارديز والمعاملة جداً سيئه
20314,1,جيد الاحد ما
20321,-1,أحياناً اطلب منه وما يوصلو
20333,-1,تطبیق جمیل بس فی مشکله في الخريطه ، يرجى اصلاح اشكال ...
20355,-1,رسوم توصيل ماكدونالدز مبالغ بها
20387,1,انه جيد في بعد الأحيان
20392,0,الاسراع في احظار الطلبات ، وضح خاصية مكان توصيل الطلب
20397,-1,التأخير وبالرغم من وجود العنوان إلا أنه يتم الاتصال وطلب إرسال العنوان
20448,1,تطبيق جيد نوعا ما.. أفضل الموجود من تطبيقات توصيل الطعام في السعودية
20469,-1,تقليل من سعر التوصيل في بعض المطاعم ويجب الحرص على توصيل أسرع
20476,-1,شركه تتأخر بتوصيل الطلب وغيرهم غير سعر المطعم الأصلي يزيد ع قيمه الطلب فوق هذ ياخذ توصيل مع بعض مطاعم مجاني
20479,-1,الفتره الأخيره يوجد تقصير في متابعة الطلبات وتقديم المعلومات و سوء من البعض في محادثة الشات
20510,-1,يطولون بالطلب لدرجه يوصل بارد واحيان ننتظر ساعه واكثر ولا يجي اساسا
20521,-1,يحتاج إلى تطوير لينافس التطبيقات، لابد من أن تكون هنالك شروط لجودة أعلى، على المطاعم نشر تعريف دقيق بالوجبات وأيضا عدم اهمال الصور، اتوقع إن اهمال هذا يجعل التطبيق متخلفا، وأيضا لا أعلم ما فائدة تحديد موقع المكان والمطاعم لا تستخدمه وتتصل للوصف!
20530,-1,بعض المرات يوصل المطعم والشركه تاخذ توصيل ووايد يتاخر عن موعد التوصيل
20574,1,جميل و لكن لو يضع خيار المسافة يكون افضل
20575,-1,خدمة العملاء تعاملهم بارد و بطيئة جدا
20585,-1,فيه بعض المطاعم غير متوفرة بنسبة للموقع بس لو اطلب عن طريق الاتصال يوصلون لي مثل جسميز ولو فيه خدمة تتبع الطلب يكون افضل
20586,-1,التاخير في تنفيذ الطلب رغم قرب المسافة يحتاجون اكثر من ساعة smirking face
20622,-1,عدم التزام بعض المطاعم بأوقات التوصيل المكتوبة في البرنامج مثل مطعم هارديز
20641,-1,ما يصير. تكذبون علينا. ليش في تأخير. في التوصيل. اغلب الاوقات. ننتظر من. 9 إلى 10.ونص. يعني. اكثر. بكثير من الوقت المحدد اوقات. يوصل. الدلافري وقد نمنا. ما يصير هذا الكلام. نرجو المصداقيه confused face confused face confused face
20648,-1,التوصيل بطئ
20670,-1,بعض المطاعم مثل هارديز لا تجلب هديه مع وجبات الاطفال،التأخير في توصيل الطلبات؛ ،بعض المطاعم تستقبل الطلب لكن ماتنفذه ماتوصله؛ والتطبيق لايشمل المطاعم المفضله مثل ماكدونالدز وهرفي
20681,-1,لا يحتوي كامل القائمه للمطاعم وناقصه الطلبات
20701,-1,الأكل حلو بس غالي شوي
20760,1,ياريت بيصير في ميزت ارسال الموقع اما البرنامج كثير ممتاز
20800,-1,السلام عليكم انا طلبت والحمدلله وصل الطلب والخدمة العملاء ممتازه ولكن نقصت وجبه الرجاؤ الرد بسرعه
20824,-1,صراحة فاشل من ناحية المندوب الي يوصل الطلبات
20848,-1,برنامج جميل لا كن من اول ما نزل على الهواتف كانت خدمة التوصيل سريعه والحين بطيئه
20865,-1,مكان سكني مش موجود اتمنى يعدلو بالتطبيق
20875,1,ياصاحب البرنامج حملت التطبيق وعندمايقلي اخترمنطقةانافي بحرةالمجاهدين مابين مكةوجده هاده الحي موجودايه الحل
20888,1,راي انه جيد
20904,0,هل ضروري عمل حساب او بريد الكتروني ؟؟؟ وهل يوجد خدمة التوصيل بالظليل تابعه للمدينة الزرقاء
20919,-1,هو جيد ولكن مشكلة التوصيل يتأخر ياريت تفتحون خدمة توصيل أدوية -ورد-عطور.........
20924,-1,هو حلو لاكن اذا كان المكان بعيد عن المنطقه 2 كيلو مايوصل
20929,1,السراحه انا ماجربت الموقع بس يوم جربته رائع جدا
20943,-1,لماذا لا يوجد توصيل للعراق رجاء افتتاح فرع في العراق
21004,-1,صرت ما أقدر أدخل عليه إلا عند طريق قوقل بلاي!!!
21006,-1,يلللعن ولد ولديك
21026,-1,جيد ولكن أسعار التوصيل مبالغ فيها
21039,-1,دائما تصير لخبطه مع مطعم برجر كنج ي يجيبون الوجبه بدون دجاج او الطلب ناقص او يكنسلون الطلب كامل بدون علم الزبون
21050,0,هل موجود بالسعودية
21051,1,فيه كثير مطاعم ماتلتزم بالوقت اللي تحددة وفيه بعض الوجبات من صور او تفصيل .. بس بشكل عام ممتاز التطبيق ولو يكثر مطاعم زيادة افضل
21065,0,هل تتوفر الخدمه في الاردن
21072,0,بس لو تضيفو طريق المطار يصير احسن
21094,-1,لا تعاليق
21109,-1,لوسمحت منطقه القبلتين في المدينه المنوره ماتطلعلي
21146,-1,الطلب دايم يتأخر الى ساعتين معدا ماك وكنتاكي يوصلون لك على الوقت
21147,1,أكثر من رائع ممتاز في كل شي⚘⚘ ⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘⚘
21153,0,يرجاء اضافه محافظة شرورة
21165,-1,فية مشاكل في التوصيل يتأخر وايد بعض الأحيان
21167,-1,بعض المطاعم يرسل بقايا الاكل المحروقه او البايت مثل الايدامات والبطاطس المقليه
21171,1,واصل ابداع ا والجودة فن smiling face with heart-eyes
21196,-1,تتعجب أن اللغة المستخدمة في دولة عربية هي إنجليزي، ما المانع من كتابة (بيض) بدل eggs?
21219,-1,لماذا لا تضيفو محل البسبوسة
21222,-1,تطبيق جيد الا حد ما، لكن في مرة طلبت و الوقت المفترض 40 دقيقة، جا بعد ساعة ونص و قالي هل تريده ولا نكنسل، اتمنى يكون في احترام للزبون يمكن معه عزيمة او حفل او كذا يعني و بس اتمنى يلتزمون بالوقت
21231,-1,كويس لكن لازم يكون فيه إلغاء للطلب من داخل التطبيق
21237,-1,مره طلبت من ماك فيزا ما جاني الطلب ويقول تكنسل طلبت الاساعه١٢ ويقف المدعم الساعه ٢ وتاخر وبعدين تكنسل وفلوسي راحت اتمنا من طلبات الرد
21258,1,ما استغنى عنه مشكورين جميعا خدمه ممتازه
21272,1,نأمل التوسع في عدد المطاعم وكثرة العروض
21274,0,عفوا هل يشتغل هذا التطبيق في اليمن
21282,1,التطبيق ممتاز بالذات بخدمة سداد وفر علينا لان صعب توفر الكاش صراحه توفير خدمة سداد جدا جميل لكن خيارات المطاعم قليله اتمنى تتوسعون مثل تطبيق منافس لكم مطاعهم جدا متنوعه بس للاسف خرب عليهم عدم توفير سداد اتمنى توفير خيارات اكثر
21291,-1,عندهم مشكلة التأخير
21294,-1,اذا طلبت كاش الطلب يوصلني بالوقت المحدد اما اذا دفعت بالكينت يتاخر ولا يهمه مو كل المطاعم بس وايد صارت فيني هالحركة
21296,-1,عيب البرنامج اغلبية المطاعم يوم تطلب يتصلون ويلغونه
21340,-1,البرنامج يعمل ببطء
21404,-1,بصراحه هو حلو بس ف مطاعم دائما يطلع لي أنها مزدحم وما اقدر اطلب منه زي ماكدونالز زKFC
21430,0,كيف اعمل معكم كامندوب توصيل ؟
21450,-1,عروضه نادرة
21454,-1,واللهي عني ما علية
